Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,154000.0,154500.0,152000.0,152500.0,152500.0,241047
2020-01-03,153500.0,155000.0,151000.0,152500.0,152500.0,314848
2020-01-06,150500.0,155000.0,150000.0,154500.0,154500.0,393715
2020-01-07,155000.0,160000.0,154500.0,160000.0,160000.0,840186
2020-01-08,158500.0,162000.0,156500.0,159500.0,159500.0,851619
2020-01-09,163500.0,165500.0,162500.0,164000.0,164000.0,878319
2020-01-10,165000.0,166500.0,163000.0,165000.0,165000.0,401906
2020-01-13,165500.0,167500.0,165000.0,167000.0,167000.0,475667
2020-01-14,167500.0,168500.0,165500.0,167000.0,167000.0,423286
2020-01-15,167000.0,170500.0,166500.0,170000.0,170000.0,462119
2020-01-16,170000.0,172000.0,170000.0,171500.0,171500.0,260049
2020-01-17,171500.0,172500.0,168000.0,168500.0,168500.0,354724
2020-01-20,169000.0,170000.0,167000.0,168500.0,168500.0,380510
2020-01-21,168500.0,169000.0,163500.0,165000.0,165000.0,389155
2020-01-22,166000.0,169000.0,164500.0,166000.0,166000.0,504350
2020-01-23,168000.0,168000.0,164500.0,165500.0,165500.0,323420
2020-01-28,160000.0,163500.0,159500.0,162500.0,162500.0,513228
2020-01-29,165500.0,166000.0,162500.0,163500.0,163500.0,255167
2020-01-30,163000.0,165500.0,160500.0,162000.0,162000.0,418908
2020-01-31,162500.0,164000.0,158500.0,159000.0,159000.0,346067
2020-02-03,156000.0,160500.0,156000.0,159500.0,159500.0,423907
2020-02-04,161500.0,165500.0,160500.0,164500.0,164500.0,394773
2020-02-05,166500.0,167000.0,161500.0,163000.0,163000.0,456954
2020-02-06,165500.0,168000.0,163500.0,166000.0,166000.0,552044
2020-02-07,167000.0,170500.0,166000.0,167500.0,167500.0,522100
2020-02-10,167500.0,169500.0,166000.0,169000.0,169000.0,375209
2020-02-11,169000.0,170000.0,168000.0,170000.0,170000.0,307120
2020-02-12,169500.0,172000.0,168000.0,172000.0,172000.0,407917
2020-02-13,174500.0,181500.0,173500.0,179000.0,179000.0,1877980
