Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,43100.0,43450.0,42400.0,42600.0,42600.0,772880
2020-01-03,42750.0,43200.0,42650.0,42750.0,42750.0,963717
2020-01-06,42400.0,42700.0,41900.0,42100.0,42100.0,719169
2020-01-07,42500.0,42750.0,42100.0,42750.0,42750.0,759544
2020-01-08,42100.0,42100.0,41750.0,42000.0,42000.0,1122496
2020-01-09,41850.0,42400.0,41800.0,42200.0,42200.0,1254533
2020-01-10,42100.0,42250.0,41200.0,41350.0,41350.0,1405033
2020-01-13,41200.0,41800.0,40950.0,41750.0,41750.0,988398
2020-01-14,41450.0,42100.0,41450.0,41850.0,41850.0,1200364
2020-01-15,41700.0,42050.0,41350.0,41500.0,41500.0,1158426
2020-01-16,41450.0,41450.0,40950.0,41300.0,41300.0,1360022
2020-01-17,41000.0,41400.0,40800.0,41050.0,41050.0,1370331
2020-01-20,41150.0,41900.0,41000.0,41300.0,41300.0,1139491
2020-01-21,41250.0,41850.0,41200.0,41400.0,41400.0,1333154
2020-01-22,41400.0,41550.0,40900.0,41000.0,41000.0,1166603
2020-01-23,40700.0,41250.0,40650.0,41200.0,41200.0,894645
2020-01-28,40350.0,40700.0,39700.0,40150.0,40150.0,1463667
2020-01-29,39900.0,40100.0,39600.0,39800.0,39800.0,1001549
2020-01-30,40050.0,40100.0,39600.0,39900.0,39900.0,1064052
2020-01-31,40300.0,40300.0,39150.0,39150.0,39150.0,1285828
2020-02-03,39550.0,39750.0,39100.0,39300.0,39300.0,1508584
2020-02-04,39650.0,39750.0,38750.0,38900.0,38900.0,1734995
2020-02-05,38900.0,39350.0,38700.0,39250.0,39250.0,1495014
2020-02-06,39550.0,39850.0,38900.0,39800.0,39800.0,1482420
2020-02-07,39350.0,39700.0,38800.0,39150.0,39150.0,1448392
2020-02-10,38700.0,38750.0,37900.0,38150.0,38150.0,1774106
2020-02-11,38100.0,38700.0,38000.0,38500.0,38500.0,1326970
2020-02-12,38300.0,38600.0,38050.0,38450.0,38450.0,1616452
2020-02-13,38200.0,38400.0,37900.0,37900.0,37900.0,1738102
2020-02-14,37600.0,38250.0,37600.0,37750.0,37750.0,1047254
2020-02-17,37700.0,37900.0,36700.0,36900.0,36900.0,2254735
2020-02-18,36900.0,37000.0,36350.0,36450.0,36450.0,1335554
2020-02-19,36500.0,36650.0,36000.0,36550.0,36550.0,2347513
2020-02-20,36500.0,36650.0,36000.0,36200.0,36200.0,1264239
2020-02-21,35850.0,35900.0,35350.0,35650.0,35650.0,1481281
2020-02-24,34750.0,35000.0,33900.0,34000.0,34000.0,2434887
2020-02-25,33350.0,34450.0,33350.0,34200.0,34200.0,2156551
2020-02-26,33400.0,34750.0,33350.0,34150.0,34150.0,2480717
2020-02-27,33950.0,34050.0,33500.0,33500.0,33500.0,2489863
2020-02-28,32500.0,32750.0,32200.0,32300.0,32300.0,3505067
2020-03-02,32350.0,32700.0,31900.0,32200.0,32200.0,2163670
2020-03-03,32300.0,32750.0,32050.0,32050.0,32050.0,1761429
2020-03-04,32100.0,33350.0,32050.0,33150.0,33150.0,2272463
2020-03-05,33150.0,33200.0,32400.0,32750.0,32750.0,2369004
2020-03-06,32200.0,32450.0,31750.0,31900.0,31900.0,1990965
2020-03-09,31900.0,31900.0,31900.0,31900.0,31900.0,0
2020-03-10,29450.0,30450.0,29400.0,30150.0,30150.0,2142638
2020-03-11,30050.0,31500.0,30050.0,30350.0,30350.0,2667358
2020-03-12,30350.0,30350.0,30350.0,30350.0,30350.0,0
2020-03-13,27950.0,28100.0,26250.0,27500.0,27500.0,4971131
2020-03-16,28200.0,28350.0,26800.0,26800.0,26800.0,2154315
2020-03-17,25000.0,25900.0,24900.0,25200.0,25200.0,3565928
2020-03-18,24900.0,25850.0,24400.0,24400.0,24400.0,2406967
2020-03-19,24300.0,24700.0,22300.0,22450.0,22450.0,3227344
2020-03-20,22900.0,24400.0,21850.0,24200.0,24200.0,3288066
2020-03-23,22400.0,23200.0,22000.0,22200.0,22200.0,2185885
2020-03-24,22600.0,24600.0,22250.0,23950.0,23950.0,2261390
2020-03-25,26300.0,27500.0,25200.0,27350.0,27350.0,3088695
2020-03-26,27350.0,29100.0,27050.0,27350.0,27350.0,3837880
2020-03-27,29300.0,29500.0,27400.0,28400.0,28400.0,3397588
2020-03-30,27100.0,27900.0,26400.0,27500.0,27500.0,2380561
2020-03-31,28150.0,29350.0,27550.0,28600.0,28600.0,3312454
2020-04-01,28500.0,28750.0,26750.0,26750.0,26750.0,2216202
2020-04-02,27250.0,27300.0,25850.0,26750.0,26750.0,2900222
2020-04-03,26250.0,27150.0,26250.0,26550.0,26550.0,1925601
2020-04-06,26750.0,27500.0,26550.0,27350.0,27350.0,2180878
2020-04-07,28350.0,28500.0,27700.0,28500.0,28500.0,2830469
2020-04-08,28500.0,28650.0,27800.0,27850.0,27850.0,2368197
2020-04-09,28400.0,28500.0,27900.0,28100.0,28100.0,1761149
2020-04-10,28500.0,29500.0,28350.0,29050.0,29050.0,2806027
2020-04-13,29100.0,29350.0,28400.0,28500.0,28500.0,1725434
2020-04-14,28850.0,29050.0,28400.0,29050.0,29050.0,1524629
2020-04-16,28050.0,28450.0,27900.0,28050.0,28050.0,2608005
2020-04-17,28300.0,29050.0,28300.0,28500.0,28500.0,2377650
2020-04-20,28850.0,28950.0,28150.0,28200.0,28200.0,1979063
2020-04-21,28000.0,28150.0,27200.0,27700.0,27700.0,2552022
2020-04-22,27350.0,27600.0,26850.0,27600.0,27600.0,1498460
2020-04-23,27400.0,27750.0,27200.0,27500.0,27500.0,2055080
2020-04-24,27200.0,27450.0,26900.0,27150.0,27150.0,1759625
2020-04-27,27700.0,30250.0,27600.0,30000.0,30000.0,5258451
2020-04-28,30750.0,31450.0,29600.0,30100.0,30100.0,3284884
2020-04-29,30200.0,30900.0,30000.0,30550.0,30550.0,2223561
2020-05-04,29900.0,30350.0,29500.0,29800.0,29800.0,2946737
2020-05-06,29850.0,30150.0,29250.0,29900.0,29900.0,2262364
2020-05-07,29500.0,30550.0,29400.0,30050.0,30050.0,1969529
2020-05-08,30600.0,30800.0,30050.0,30050.0,30050.0,1488251
2020-05-11,30150.0,30400.0,29550.0,29550.0,29550.0,1445854
2020-05-12,29250.0,29500.0,28800.0,28900.0,28900.0,1825245
2020-05-13,28150.0,29450.0,28150.0,29450.0,29450.0,1617461
2020-05-14,29150.0,29200.0,28600.0,28900.0,28900.0,1665449
2020-05-15,29400.0,29650.0,28950.0,29350.0,29350.0,1743880
2020-05-18,29100.0,29400.0,28650.0,28950.0,28950.0,1441040
2020-05-19,30100.0,30700.0,30100.0,30450.0,30450.0,2602771
2020-05-20,30000.0,30300.0,29850.0,29850.0,29850.0,1626202
2020-05-21,30200.0,30250.0,29400.0,29450.0,29450.0,2434220
2020-05-22,29500.0,29650.0,28800.0,29050.0,29050.0,1821607
2020-05-25,29200.0,29200.0,28750.0,29200.0,29200.0,1101720
2020-05-26,28950.0,30050.0,28900.0,29700.0,29700.0,2120032
2020-05-27,30100.0,30450.0,29700.0,29750.0,29750.0,2389784
2020-05-28,30550.0,31250.0,30100.0,30250.0,30250.0,4274477
2020-05-29,30050.0,30750.0,29750.0,30150.0,30150.0,3659314
2020-06-01,30300.0,30900.0,30300.0,30700.0,30700.0,1491022
2020-06-02,30750.0,32200.0,30550.0,32000.0,32000.0,3416978
2020-06-03,33000.0,36100.0,32800.0,35750.0,35750.0,7122912
2020-06-04,36650.0,37850.0,34450.0,34650.0,34650.0,5239661
2020-06-05,34450.0,35300.0,34000.0,35000.0,35000.0,2397235
2020-06-08,36000.0,36100.0,34650.0,34750.0,34750.0,2167980
2020-06-09,34500.0,35250.0,33900.0,34550.0,34550.0,2215013
2020-06-10,34400.0,34450.0,33200.0,33200.0,33200.0,3567491
2020-06-11,32600.0,32850.0,32000.0,32500.0,32500.0,3142543
2020-06-12,30600.0,31400.0,30600.0,31150.0,31150.0,2612741
2020-06-15,30350.0,31600.0,29500.0,29500.0,29500.0,2915712
2020-06-16,30050.0,32150.0,30050.0,32000.0,32000.0,2692975
2020-06-17,31200.0,31350.0,30400.0,31000.0,31000.0,3674507
2020-06-18,30250.0,31150.0,30200.0,30750.0,30750.0,2559738
2020-06-19,31300.0,31300.0,30300.0,30800.0,30800.0,3816952
2020-06-22,30300.0,30700.0,30050.0,30050.0,30050.0,1835595
2020-06-23,30350.0,30450.0,29350.0,29800.0,29800.0,2110173
2020-06-24,30000.0,30350.0,29850.0,30200.0,30200.0,1606503
2020-06-25,29700.0,29700.0,29300.0,29300.0,29300.0,1754512
2020-06-26,29900.0,29950.0,29500.0,29700.0,29700.0,1435162
2020-06-29,29050.0,29200.0,28750.0,29000.0,29000.0,1720011
2020-06-30,29250.0,29450.0,28750.0,28750.0,28750.0,1616827
2020-07-01,29100.0,30000.0,29050.0,29700.0,29700.0,1553814
2020-07-02,29600.0,30100.0,29500.0,29900.0,29900.0,1348055
2020-07-03,30100.0,30450.0,29700.0,30050.0,30050.0,1038768
2020-07-06,29900.0,30300.0,29400.0,30300.0,30300.0,1494743
2020-07-07,30600.0,30600.0,29950.0,30150.0,30150.0,1604570
2020-07-08,30200.0,30250.0,29900.0,30000.0,30000.0,1143131
2020-07-09,30000.0,30200.0,29750.0,29800.0,29800.0,2614486
2020-07-10,29550.0,29700.0,28900.0,29000.0,29000.0,1721373
2020-07-13,29450.0,29800.0,29000.0,29600.0,29600.0,1498269
2020-07-14,29450.0,29600.0,29050.0,29400.0,29400.0,1493337
2020-07-15,29700.0,30100.0,29500.0,29800.0,29800.0,1810430
2020-07-16,30050.0,30350.0,29850.0,30050.0,30050.0,1622128
2020-07-17,30050.0,30100.0,29600.0,29750.0,29750.0,1027988
2020-07-20,29750.0,30500.0,29500.0,30450.0,30450.0,1742844
2020-07-21,30350.0,30750.0,29900.0,30400.0,30400.0,1730397
2020-07-22,30800.0,31500.0,30400.0,30450.0,30450.0,2739196
2020-07-23,30750.0,30900.0,30100.0,30500.0,30500.0,1496348
