Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,28100.0,28700.0,28100.0,28500.0,28500.0,2132432
2020-01-03,28550.0,28650.0,28050.0,28250.0,28250.0,1314136
2020-01-06,27850.0,27950.0,27550.0,27600.0,27600.0,1255971
2020-01-07,27650.0,27700.0,27300.0,27400.0,27400.0,1164133
2020-01-08,27250.0,27350.0,26350.0,26450.0,26450.0,2311195
2020-01-09,26900.0,27100.0,26650.0,26900.0,26900.0,1786518
2020-01-10,26800.0,27000.0,26550.0,26700.0,26700.0,1069347
2020-01-13,26750.0,26900.0,26550.0,26800.0,26800.0,696936
2020-01-14,26800.0,27200.0,26650.0,27050.0,27050.0,1112531
2020-01-15,27000.0,27200.0,26800.0,27100.0,27100.0,670667
2020-01-16,27100.0,27100.0,26650.0,26900.0,26900.0,805715
2020-01-17,26900.0,27150.0,26750.0,26850.0,26850.0,624662
2020-01-20,26900.0,27350.0,26800.0,26900.0,26900.0,1053603
2020-01-21,26950.0,27000.0,26550.0,26700.0,26700.0,895973
2020-01-22,26700.0,26850.0,26600.0,26800.0,26800.0,673856
2020-01-23,26650.0,26700.0,26350.0,26400.0,26400.0,1222970
2020-01-28,26100.0,26200.0,25750.0,25950.0,25950.0,1409341
2020-01-29,26050.0,26100.0,25750.0,25950.0,25950.0,1005772
2020-01-30,25900.0,26050.0,25550.0,25550.0,25550.0,1342841
2020-01-31,25700.0,25850.0,25300.0,25350.0,25350.0,1349670
2020-02-03,25100.0,25350.0,25050.0,25050.0,25050.0,1660834
2020-02-04,25150.0,25650.0,25150.0,25250.0,25250.0,1510968
2020-02-05,25400.0,25700.0,25250.0,25450.0,25450.0,1595617
2020-02-06,25650.0,25800.0,25450.0,25550.0,25550.0,1870925
2020-02-07,25550.0,25700.0,25350.0,25600.0,25600.0,1050585
2020-02-10,25600.0,25650.0,25350.0,25450.0,25450.0,987865
2020-02-11,25500.0,25900.0,25450.0,25850.0,25850.0,1313848
2020-02-12,25700.0,26100.0,25550.0,25850.0,25850.0,1533678
2020-02-13,25750.0,25850.0,25450.0,25700.0,25700.0,2320239
2020-02-14,25550.0,25700.0,25450.0,25600.0,25600.0,960357
2020-02-17,25550.0,26100.0,25550.0,26050.0,26050.0,1460224
2020-02-18,26050.0,26100.0,25750.0,25950.0,25950.0,1348715
2020-02-19,26100.0,26150.0,25750.0,25900.0,25900.0,1163403
2020-02-20,25850.0,26700.0,25800.0,26000.0,26000.0,2064722
