Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,109000.0,110000.0,106500.0,107500.0,107500.0,232765
2020-01-03,108500.0,109500.0,107000.0,107500.0,107500.0,253791
2020-01-06,106000.0,107000.0,105000.0,106000.0,106000.0,236334
2020-01-07,107000.0,108000.0,106500.0,108000.0,108000.0,200467
2020-01-08,106500.0,107000.0,103000.0,105000.0,105000.0,409091
2020-01-09,106000.0,107000.0,106000.0,106500.0,106500.0,446040
2020-01-10,106000.0,108000.0,105500.0,107000.0,107000.0,267976
2020-01-13,107000.0,109000.0,106500.0,109000.0,109000.0,336316
2020-01-14,109000.0,110000.0,106500.0,107000.0,107000.0,343008
2020-01-15,107000.0,108000.0,106000.0,107000.0,107000.0,199124
2020-01-16,107500.0,108500.0,106000.0,108000.0,108000.0,200395
2020-01-17,108500.0,109500.0,107500.0,107500.0,107500.0,181114
2020-01-20,108000.0,112000.0,107500.0,112000.0,112000.0,544608
2020-01-21,111500.0,112500.0,109500.0,110000.0,110000.0,248677
2020-01-22,110000.0,112500.0,109500.0,112000.0,112000.0,285391
2020-01-23,113000.0,119000.0,112500.0,117000.0,117000.0,1290170
2020-01-28,113500.0,114500.0,111000.0,112000.0,112000.0,706005
2020-01-29,112500.0,114000.0,110500.0,113500.0,113500.0,384304
2020-01-30,113500.0,114000.0,109000.0,110500.0,110500.0,448272
2020-01-31,110000.0,111500.0,108000.0,108500.0,108500.0,391016
2020-02-03,106500.0,108500.0,105500.0,107500.0,107500.0,379093
2020-02-04,108500.0,111000.0,107500.0,111000.0,111000.0,387111
2020-02-05,111500.0,112000.0,110000.0,110500.0,110500.0,405448
2020-02-06,112000.0,117000.0,112000.0,115500.0,115500.0,608944
2020-02-07,115500.0,116500.0,114000.0,115000.0,115000.0,358446
2020-02-10,115000.0,116500.0,113000.0,116000.0,116000.0,297490
2020-02-11,117000.0,120000.0,116500.0,119000.0,119000.0,543327
2020-02-12,118500.0,120000.0,118000.0,119500.0,119500.0,325990
2020-02-13,120000.0,121500.0,118000.0,118500.0,118500.0,443917
2020-02-14,118500.0,120000.0,117500.0,119500.0,119500.0,310446
2020-02-17,120000.0,120000.0,118500.0,119500.0,119500.0,210755
2020-02-18,118500.0,119000.0,116000.0,117000.0,117000.0,394843
2020-02-19,118000.0,118000.0,115500.0,117500.0,117500.0,245852
2020-02-20,117500.0,118000.0,115000.0,115500.0,115500.0,286186
2020-02-21,113500.0,115000.0,113000.0,113500.0,113500.0,299243
2020-02-24,110000.0,112000.0,109500.0,109500.0,109500.0,445637
2020-02-25,109500.0,113000.0,109000.0,112000.0,112000.0,402750
2020-02-26,110000.0,112000.0,109500.0,110500.0,110500.0,331040
2020-02-27,113000.0,113500.0,108000.0,109000.0,109000.0,657663
2020-02-28,108000.0,108000.0,105000.0,105500.0,105500.0,650896
2020-03-02,106000.0,107500.0,104500.0,106500.0,106500.0,418061
2020-03-03,109000.0,109500.0,106000.0,106500.0,106500.0,407337
2020-03-04,106500.0,110000.0,106000.0,109000.0,109000.0,353320
2020-03-05,111000.0,112000.0,109000.0,111000.0,111000.0,392545
2020-03-06,109000.0,110000.0,107500.0,108000.0,108000.0,318195
2020-03-09,108000.0,108000.0,108000.0,108000.0,108000.0,0
2020-03-10,103000.0,105000.0,102000.0,104000.0,104000.0,501439
2020-03-11,104000.0,105000.0,101000.0,101500.0,101500.0,380742
2020-03-12,101500.0,101500.0,101500.0,101500.0,101500.0,0
2020-03-13,90000.0,94000.0,88800.0,93700.0,93700.0,1242161
